accountingDate,securitiesInformationProcessorSymbolIdentifier,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,changePercent,changePreviousNumber,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,settlementDate
20201231,BFARF,Bitfarms Ltd Common Shares (Ca,S,OTC,8645,5289,63.45,3356,,769894,1.00,,2020-12-31
20201231,BFCC,BankFirst Capital Corp Common,S,OTC,150,150,0.00,0,,673,1.00,,2020-12-31
20201231,BFCH,BitFrontier Capital Holdings,S,OTC,12945,309,4089.32,12636,,12803605,1.00,,2020-12-31
20201231,BFEHF,Bachem Holding Ltd. Namen AKT,S,OTC,5320,4909,8.37,411,,0,999.99,,2020-12-31
20201231,BFFAF,BASF SE Ordinary Shares (Germa,S,OTC,3560423,3935413,-9.53,-374990,,619,999.99,,2020-12-31
20201231,BFFBF,Biffa PLC Ordinary Shares (Uni,S,OTC,5,25,-80.00,-20,,0,999.99,,2020-12-31
20201231,BFFTF,Biofrontera AG Ordinary Shares,S,OTC,600,0,100.00,600,,0,999.99,,2020-12-31
20201231,BFGC,Bullfrog Gold Corp. Common Sto,S,OTC,71875,0,100.00,71875,,263900,1.00,,2020-12-31
20201231,BFHJ,Beneficial Holdings Inc. Comm,S,OTC,565,465,21.51,100,,1437,1.00,,2020-12-31
20201231,BFLBF,Bilfinger Berger SE. Ordinary,S,OTC,10446,11099,-5.88,-653,,0,999.99,,2020-12-31
20201231,BFLD,Broadcast Live Digital Corp. C,S,OTC,162800,162800,0.00,0,,0,999.99,,2020-12-31
20201231,BFMOF,Befimmo SA Ordinary Shares (Be,S,OTC,3146,708,344.35,2438,,0,999.99,,2020-12-31
20201231,BFNH,BioForce Nanosciences Holdings,S,OTC,100,165,-39.39,-65,,10418,1.00,,2020-12-31
20201231,BFTL,Bank Fincastle Va Common,S,OTC,500,0,100.00,500,,6750,1.00,,2020-12-31
20201231,BGADF,Brigadier Gold Limited Ordinar,S,OTC,29477,259918,-88.66,-230441,,144329,1.00,,2020-12-31
20201231,BGAIF,Bio Gaia Biologics AB Shs B,S,OTC,2991,1201,149.04,1790,,0,999.99,,2020-12-31
20201231,BGAOF,Proximus SA DE Droit PUB Ordin,S,OTC,1084349,960363,12.91,123986,,0,999.99,,2020-12-31
20201231,BGAOY,Proximus Group American Deposi,S,OTC,3179,2282,39.31,897,,1811,1.76,,2020-12-31
20201231,BGAVF,Bravada Gold Corp. New Ordinar,S,OTC,1000,32771,-96.95,-31771,,62801,1.00,,2020-12-31
20201231,BGEPF,Bunge Limited 4.875% Perpetual,S,OTC,4702,5608,-16.16,-906,,11063,1.00,,2020-12-31
20201231,BGES,Bio-Bridge Science Inc. Commo,S,OTC,4700,4700,0.00,0,,1068,4.40,,2020-12-31
20201231,BGFGF,BEAUCE GOLD FIELDS INC Common,S,OTC,2138,0,100.00,2138,,480,4.45,,2020-12-31
20201231,BGGSQ,Briggs & Stratton Corp.,S,OTC,3417405,3424965,-0.22,-7560,,1330869,2.57,,2020-12-31
20201231,BGKKF,Bangkok Bank Public Co Ltd Ban,S,OTC,76400,76400,0.00,0,,257,297.28,,2020-12-31
20201231,BGLC,Bionexus Gene Lab Corp  Common,S,OTC,100,100,0.00,0,,233,1.00,,2020-12-31
20201231,BGMD,BG Medicine Inc. Common Stock,S,OTC,1389,1421,-2.25,-32,,13804,1.00,,2020-12-31
20201231,BGMO,Bergamo Acquisition Corporatio,S,OTC,440912,440912,0.00,0,,24255,18.18,,2020-12-31
20201231,BGOUF,Bang & Olufsen B Ord Ordinary,S,OTC,50432,412712,-87.78,-362280,,1208,41.75,,2020-12-31
20201231,BGPBF,BTS Group AB Ordinary Shares (,S,OTC,2,2,0.00,0,,0,999.99,,2020-12-31
20201231,BGRP,Bluestem Group Inc. Common Sto,S,OTC,1841,1841,0.00,0,,2570,1.00,,2020-12-31
20201231,BGSWF,Bergesen Worldwide Offshore Li,S,OTC,35156,2435,1343.78,32721,,0,999.99,,2020-12-31
20201231,BHAGF,Bossard Holding AG ZUG Ordinar,S,OTC,226,2080,-89.13,-1854,,0,999.99,,2020-12-31
20201231,BHGSF,BHG Group AB Ordinary Shares (,S,OTC,53438,7207,641.47,46231,,0,999.99,,2020-12-31
20201231,BHHOF,Boohoo Com PLC Ordinary Shares,S,OTC,4087919,2845854,43.64,1242065,,0,999.99,,2020-12-31
20201231,BHKLY,BOC Hong Kong (Holdings) Limit,S,OTC,1638,4824,-66.04,-3186,,4098,1.00,,2020-12-31
20201231,BHNGF,Bhang Inc Common Stock,S,OTC,27820,19321,43.99,8499,,50774,1.00,,2020-12-31
20201231,BHOOY,Boohoo Group Plc American Depo,S,OTC,1,1,0.00,0,,30,1.00,,2020-12-31
20201231,BHPA,BHPA Inc. Common Stock,S,OTC,1244,340,265.88,904,,3518,1.00,,2020-12-31
20201231,BHPBF,BHP Group plc Ordinary Shares,S,OTC,715744,745876,-4.04,-30132,,597,999.99,,2020-12-31
20201231,BHPLF,BHP Billiton Ltd. Ordinary Sha,S,OTC,5213506,5959957,-12.52,-746451,,385363,13.53,,2020-12-31
20201231,BHWB,Blackhawk Bancorp Inc. (Wisco,S,OTC,476,476,0.00,0,,600,1.00,,2020-12-31
20201231,BIBLF,Waterloo Brewing Ltd Common Sh,S,OTC,2018,1815,11.18,203,,449,4.49,,2020-12-31
20201231,BICB,BioCube Inc. Common Stock,S,OTC,75,0,100.00,75,,63074,1.00,,2020-12-31
20201231,BICEF,Bic Ste Ord Ordinary Shares,S,OTC,131545,133790,-1.68,-2245,,147,894.86,,2020-12-31
20201231,BICX,BioCorRx Inc. Common Stock,S,OTC,3407,3407,0.00,0,,4999,1.00,,2020-12-31
20201231,BIEI,Premier Biomedical Inc Common,S,OTC,26344,367180,-92.83,-340836,,14763207,1.00,,2020-12-31
20201231,BIEL,BioElectronics Corporation Com,S,OTC,18000,0,100.00,18000,,42327205,1.00,,2020-12-31
20201231,BIESF,Biotest Ag Pfd Shs No Vtg Rts,S,OTC,15,5,200.00,10,,2,7.50,,2020-12-31
20201231,BIIO,Bionovate Technologies Corp. C,S,OTC,6457,2735,136.09,3722,,112970,1.00,,2020-12-31
20201231,BILZF,Ignite Intl Brands Ltd Ordinar,S,OTC,31890,24265,31.42,7625,,96861,1.00,,2020-12-31
20201231,BIMUF,Pascal Biosciences Inc. Common,S,OTC,250,0,100.00,250,,231,1.08,,2020-12-31
20201231,BIOAF,Bioasis Technologies Inc. Ord,S,OTC,24000,10128,136.97,13872,,17584,1.36,,2020-12-31
20201231,BIOGY,Biogaia AB Unsponsored ADR,S,OTC,387,214,80.84,173,,32,12.09,,2020-12-31
20201231,BIOIF,Biome Grow Inc.  Ordinary Sha,S,OTC,1101,4543,-75.76,-3442,,16228,1.00,,2020-12-31
20201231,BIONQ,BioNitrogen Holdings Corp. Com,S,OTC,38463,16800,128.95,21663,,886679,1.00,,2020-12-31
20201231,BIOVF,Swedish Orphan Biovitrum AB Or,S,OTC,618343,570352,8.41,47991,,117,999.99,,2020-12-31
20201231,BIOYF,BioSyent Inc Ordinary Shares (,S,OTC,4690,2618,79.14,2072,,6845,1.00,,2020-12-31
20201231,BIQIF,BIQI Intl Hldgs Cp Shs Common,S,OTC,4900,500,880.00,4400,,127622,1.00,,2020-12-31
20201231,BIRDF,Bird Construction Inc. Common,S,OTC,8791,32502,-72.95,-23711,,154,57.08,,2020-12-31
20201231,BIREF,Birchcliff Energy Ltd. New Ord,S,OTC,4201728,4171480,0.73,30248,,102557,40.97,,2020-12-31
20201231,BITCF,First Bitcoin Capital Corp. Co,S,OTC,12720,10751,18.31,1969,,272600,1.00,,2020-12-31
20201231,BITGF,Biotage AB Ordinary Shares A (,S,OTC,2400,2434,-1.40,-34,,2,999.99,,2020-12-31
20201231,BITRF,Biotron Ltd Ordinary Shares (A,S,OTC,12855,4960,159.17,7895,,1589,8.09,,2020-12-31
20201231,BITTF,Bitterroot Resources Ltd Commo,S,OTC,37000,13000,184.62,24000,,53811,1.00,,2020-12-31
20201231,BITW,Bitwise 10 Crypto Index Fund U,S,OTC,43697,7563,477.77,36134,,748520,1.00,,2020-12-31
20201231,BIXT,Bioxytran Inc. Common Stock,S,OTC,413,413,0.00,0,,2576,1.00,,2020-12-31
20201231,BIZM,Biozoom Inc. Common Stock,S,OTC,8900,8900,0.00,0,,0,999.99,,2020-12-31
20201231,BJCHF,Beijing Capital International,S,OTC,8571031,9690674,-11.55,-1119643,,10601,808.51,,2020-12-31
20201231,BJCHY,Beijing Capital International,S,OTC,140,140,0.00,0,,0,999.99,,2020-12-31
20201231,BJGBF,BEIJING GAS BLUE SKY HLDGS LTD,S,OTC,1379502,1379502,0.00,0,,0,999.99,,2020-12-31
20201231,BJINF,Beijing Enterprises Holdings L,S,OTC,524631,526346,-0.33,-1715,,0,999.99,,2020-12-31
20201231,BJPUF,Berli Jucker Public Co Ltd BJC,S,OTC,269600,370800,-27.29,-101200,,0,999.99,,2020-12-31
20201231,BJTRF,Beijing Tong Ren Tang Chinese,S,OTC,141000,141000,0.00,0,,0,999.99,,2020-12-31
20201231,BJWTF,Beijing Enterprises Water Grou,S,OTC,37220780,37605635,-1.02,-384855,,106311,350.11,,2020-12-31
20201231,BKAYY,Bank Of Ayudhya Pub Limited Co,S,OTC,100,0,100.00,100,,18,5.56,,2020-12-31
20201231,BKBFF,Pipestone Energy Corp Warrant,S,OTC,13010,13010,0.00,0,,0,999.99,,2020-12-31
20201231,BKCQF,Bespoke Cap Acquisition Corp C,S,OTC,400,15701,-97.45,-15301,,15041,1.00,,2020-12-31
20201231,BKDKP,STANLEY BLACK & DECKER INC Pre,S,OTC,6,6,0.00,0,,1009,1.00,,2020-12-31
20201231,BKEAF,Bank East Asia Ltd Reg Ordinar,S,OTC,18261805,17848535,2.32,413270,,993,999.99,,2020-12-31
20201231,BKEAY,Bank East Asia Ltd Sponsored A,S,OTC,8274,1270,551.50,7004,,2840,2.91,,2020-12-31
20201231,BKESF,Banco Espirito Santo E Ord Ord,S,OTC,1115513,1115513,0.00,0,,191091,5.84,,2020-12-31
20201231,BKFAF,Brookfield Asset Mgmt Inc Pref,S,OTC,230,0,100.00,230,,169,1.36,,2020-12-31
20201231,BKFCF,Bank of Communications Co Ltd,S,OTC,11781096,11178904,5.39,602192,,15967,737.84,,2020-12-31
20201231,BKFKF,BAKKAFROST PF Ordinary Shares,S,OTC,133646,115840,15.37,17806,,13334,10.02,,2020-12-31
20201231,BKGFF,Berkeley Group Holdings Plc Or,S,OTC,17912,17125,4.60,787,,1,999.99,,2020-12-31
20201231,BKGFY,Berkeley Group Holdings Plc Un,S,OTC,70,29,141.38,41,,540,1.00,,2020-12-31
20201231,BKHPF,Bank Hapoalim BM Ordinary Shar,S,OTC,92537,106136,-12.81,-13599,,284,325.83,,2020-12-31
20201231,BKHYY,Bank Hapoalim BM Sponsored ADR,S,OTC,596,0,100.00,596,,215,2.77,,2020-12-31
20201231,BKIMF,Bankinter SA Madrid Registered,S,OTC,77375,694369,-88.86,-616994,,2621,29.52,,2020-12-31
20201231,BKIRF,Black Iron Inc Com (Canada),S,OTC,17597,35311,-50.17,-17714,,141850,1.00,,2020-12-31
20201231,BKIT,Biohemp International Inc. Co,S,OTC,13087,13087,0.00,0,,12071,1.08,,2020-12-31
20201231,BKKLF,Bangkok Bank Public Co Ltd Ord,S,OTC,19,28,-32.14,-9,,0,999.99,,2020-12-31
20201231,BKKLY,Bangkok Bank  Public Co Ltd Un,S,OTC,112,131,-14.50,-19,,5297,1.00,,2020-12-31
20201231,BKKPF,Bangkok Bank  Public Co Ltd (L,S,OTC,111800,78200,42.97,33600,,382,292.67,,2020-12-31
20201231,BKKXF,Bangkok Expwy & Metro Pub Co L,S,OTC,9362300,9362300,0.00,0,,0,999.99,,2020-12-31
20201231,BKLIF,Blockmint Technologies Common,S,OTC,564,0,100.00,564,,1834,1.00,,2020-12-31
20201231,BKLLF,CODEBASE VENTURES INC  Ordinar,S,OTC,9944,106899,-90.70,-96955,,731404,1.00,,2020-12-31
20201231,BKLRF,Berkeley Energy Ltd Ordinary S,S,OTC,3081,5225,-41.03,-2144,,15484,1.00,,2020-12-31
20201231,BKNIY,Bankinter SA New Sponsored ADR,S,OTC,3148,764,312.04,2384,,556,5.66,,2020-12-31
